,product_name,stock,price,shopping_mall_id,inventory_id,category
1540,SANDALIA   DORADA X BEIGE Y NUDE PROMO 434,0, 70000,3,P01541,Zapatos
1541,SANDALIA BLANCA DE TACON 200ok,1, 130000,3,P01542,Zapatos
1542,SANDALIA BLANCA X ROJO Y ANIMAL PRINT 157ok,0, 130000,3,P01543,Zapatos
1543,SANDALIA BLANCA Y MIEL TAPADA 176,1, 95000,3,P01544,Zapatos
1544,"SANDALIA DCUERO MIEL,NEGRA Y CAFE 075ok",6, 100000,3,P01545,Zapatos
1545,SANDALIA DE CABALLERO TRES PUNTADAS 234,0, 80000,3,P01546,Zapatos
1546,SANDALIA DE CUERO  SUELA PLAYERA 258,6, 100000,3,P01547,Zapatos
1547,SANDALIA DE TACON DORADA 438,0, 145000,3,P01548,Zapatos
1548,SANDALIA LUZ ZELLEX COLOR MIEL 051ok,0, 100000,3,P01549,Zapatos
1549,SANDALIA NEGRA DE TACON 099ok,3, 135000,3,P01550,Zapatos
1550,SANDALIA NEGRA PERFORADA DE TACON 267,0, 80000,3,P01551,Zapatos
1551,SANDALIA NEGRA TACON 3 1/2 425ok,3, 145000,3,P01552,Zapatos
1552,SANDALIA NEGRA TROQUELADA 472,0, 150000,3,P01553,Zapatos
1553,SANDALIA NUDE TACON 3 1/2 426ok,0, 130000,3,P01554,Zapatos
1554,SANDALIA PLANA AZUL PROMO 246,0, 50000,3,P01555,Zapatos
1555,SANDALIA PLANA PLATEADA PROMO 231,6, 50000,3,P01556,Zapatos
1556,SANDALIA PLAYERA BEIGE NEGRA Y BLANCA071ok,5, 120000,3,P01557,Zapatos
1557,SANDALIA PLAYERA BEIGE Y BLANCA ZELLEX 153,5, 150000,3,P01558,Zapatos
1558,SANDALIA PLAYERA DCUERO BLANCA Y BEIGE  046,4, 140000,3,P01559,Zapatos
1559,SANDALIA PLAYERA NEGRA ZELLEX 160ok,0, 140000,3,P01560,Zapatos
1560,"SANDALIA PLAYERA TRES OROS,NEGRA Y DORADA X BEIGE Y NUDE 464ok",0, 90000,3,P01561,Zapatos
1561,SANDALIA ROJA DE TACON 307 ok,0, 130000,3,P01562,Zapatos
1562,SANDALIA ROJA PLAYERA  415ok,0, 110000,3,P01563,Zapatos
1563,SANDALIA SEMIORTOPEDICA AZUL 477ok,3, 120000,3,P01564,Zapatos
1564,SANDALIA SEMIORTOPEDICA BEIGE X AZUL 198,0, 115000,3,P01565,Zapatos
1565,SANDALIA SEMIORTOPEDICA BLANCA X FOLIA 437,0, 80000,3,P01566,Zapatos
1566,SANDALIA SEMIORTOPEDICA BLANCA Y NEGRA X ANIMAL PRINT 137ok,0, 120000,3,P01567,Zapatos
1567,SANDALIA SEMIORTOPEDICA DE RESORTE NEGRA 294ok,3, 120000,3,P01568,Zapatos
1568,SANDALIA SEMIORTOPEDICA DORADA FOLIA CRUZADA 003ok,0, 75000,3,P01569,Zapatos
1569,SANDALIA SEMIORTOPEDICA MIEL X FOLIA  436ok,2, 115000,3,P01570,Zapatos
1570,SANDALIA SEMIORTOPEDICA NEGRA XFOLIA 392ok,1, 115000,3,P01571,Zapatos
1571,SANDALIA SEMIORTOPEDICA ROJA  034ok,2, 115000,3,P01572,Zapatos
1572,SANDALIA SEMIORTOPEDICA ROJA GRABADA 410,1, 120000,3,P01573,Zapatos
1573,SANDALIA SEMIORTPEDICA ROJA 435ok,0, 110000,3,P01574,Zapatos
1574,"SANDALIA TACON PLAYERO NEGRA,ROJA Y BLANCA 094ok",0, 80000,3,P01575,Zapatos
1575,SANDALIA TACON PLAYERO NEGRA400,2, 95000,3,P01576,Zapatos
1576,SANDALIA TOMMY SEMIORTOPEDICA 442,0, 85000,3,P01577,Zapatos
1577,SANDALIA TRENZADA ZELLEX 293,5, 160000,3,P01578,Zapatos
1578,SANDALIA TRES PUNTADAS DCUERO NEGRA Y MIEL 028,10, 100000,3,P01579,Zapatos
1579,SANDALIA TRES PUNTADAS NEGRAS DOBLE HEBILLA PROMO 193,3, 50000,3,P01580,Zapatos
1580,SANDALIA TURISTA DE DAMA CAFE Y NEGRA 382OK,1, 80000,3,P01581,Zapatos
1581,SANDALIA ZOE ZELLEX 170ok,0, 135000,3,P01582,Zapatos
1582,SANDALIAS  SUELA CON BORDE  DCUERO 236,13, 110000,3,P01583,Zapatos
1583,SANDALIAS MIEL TACON 3 1/2 363ok,0, 145000,3,P01584,Zapatos
1584,SHAMPOO PARA CUERO 408,4, 6000,3,P01585,Accesorios
1585,SOBRES PÓRTADOCUMENTO OBSEQUIO 270,2, 1,3,P01586,Accesorios
1586,SUECO CAFE CON HERRAJE  314,4, 120000,3,P01587,Accesorios
1587,SUECO CAMILA ZELLEX 250ok,0, 140000,3,P01588,Accesorios
1588,SUECO DE CORREA CON BORLAS ROJO Y NEGRO088ok,3, 160000,3,P01589,Correas
1589,SUECO DE CORREA PLATEADO Y DORADO 432ok,4, 160000,3,P01590,Correas
1590,SUECO ENMALLADO ROJO Y NEGRO  042ok,1, 160000,3,P01591,Accesorios
1591,SUECO MIEL PROMO 151,0, 95000,3,P01592,Accesorios
1592,SUECO NEGRO CON TOBILLERA 444,0, 145000,3,P01593,Accesorios
1593,SUECO NEGRO X ESTAMPADO 024,1, 95000,3,P01594,Accesorios
1594,SUECO NEGRO Y MIEL 010ok,2, 100000,3,P01595,Accesorios
1595,TACON  5/2 CLASICO NEGRO 076,2, 110000,3,P01596,Accesorios
1596,TACON 5/2 CLASICO GRABADO PROMO 092,0, 80000,3,P01597,Accesorios
1597,TACON CLASICO 230ok,2, 80000,3,P01598,Accesorios
1598,TACON NEGRO 440ok,1, 145000,3,P01599,Accesorios
1599,TAPABOCAS EN CUERO  370,15, 7000,3,P01600,Accesorios
1600,TARJETERO DAMA ARGOLLA Y MONEDERO  414,1, 28000,3,P01601,Billetera/Monedera
1601,TARJETERO DAMA CON TAPA  319 ,2, 30000,3,P01602,Billetera/Monedera
1602,TARJETERO RIVIERA APLIQUE ABEJA 321,0, 30000,3,P01603,Billetera/Monedera
1603,TARJETERO RIVIERA SENCILLO DOS BOLSILLOS 327,2, 14000,3,P01604,Billetera/Monedera
1604,TENI AZUL 371ok,2, 140000,3,P01605,Accesorios
1605,TENI BEIGE X  DORADO Y NEGRO 256,0, 90000,3,P01606,Accesorios
1606,TENI BEIGE X DORADO VERDE Y CAMEL 311ok,0, 140000,3,P01607,Accesorios
1607,TENI BEIGE X NEGRO X PLATA  272,0, 130000,3,P01608,Accesorios
1608,TENI BEIGE X ORO ROSA Y DORADO 180,0, 95000,3,P01609,Accesorios
1609,TENI BLANCO 340ok,2, 140000,3,P01610,Accesorios
1610,TENI BLANCO 368ok,1, 95000,3,P01611,Accesorios
1611,TENI BLANCO X ROJO  Y AZUL 379ok,1, 95000,3,P01612,Accesorios
1612,TENI BRONCO CAFE X FRANAJA MIEL    201,5, 160000,3,P01613,Accesorios
1613,TENI BRONCO SUELA BLANCA CABALLERO 260,3, 160000,3,P01614,Accesorios
1614,TENI CAFE Y NEGRO MACHOS 154,0, 100000,3,P01615,Accesorios
1615,TENI COLORES PASTEL 386ok,0, 90000,3,P01616,Accesorios
1616,"TENI COSIDO WORKER NEGRO,MIEL,AZUL 469",23, 140000,3,P01617,Accesorios
1617,TENI CREMA X DORADO Y CAMEL 383,0, 90000,3,P01618,Accesorios
1618,TENI DAMA BLANCO DCUERO 055,1, 140000,3,P01619,Accesorios
1619,TENI DAMA PLATEADO DCUERO  062ok,1, 140000,3,P01620,Accesorios
1620,TENI DE DAMA BEIGE Y BLANCO X DORADO DCUERO  220,2, 140000,3,P01621,Accesorios
1621,TENI DE DAMA NEGRO DCUERO  027,2, 140000,3,P01622,Accesorios
1622,TENI JORWILL NEGRO Y AZUL  344ok,3, 130000,3,P01623,Accesorios
1623,"TENI JORWILL NEGRO, AZUL Y MIEL 155ok",5, 130000,3,P01624,Accesorios
1624,TENI MIEL  0006ok,0, 90000,3,P01625,Accesorios
1625,TENI MIEL JORWILL 124,0, 125000,3,P01626,Accesorios
1626,TENI MIEL X ANIMAL PRINT 404,0, 90000,3,P01627,Accesorios
1627,TENI NEGRO  172,0, 130000,3,P01628,Accesorios
1628,TENI NEGRO DAMA 285ok,0, 140000,3,P01629,Accesorios
1629,TENI NEGRO SUELA ANCHA 093,0, 140000,3,P01630,Accesorios
1630,TENI NEGRO SUELA NEGRA 381ok,0, 90000,3,P01631,Accesorios
1631,TENI NEGRO X PLATA 265,2, 130000,3,P01632,Accesorios
1632,TENI NEGRO X PLATEADO PROMO 087 ,0, 80000,3,P01633,Accesorios
1633,TENI ORO ROSA X NUDE Y CREMA 008ok,15, 140000,3,P01634,Accesorios
1634,TENI PLATA X PLOMO,0, 140000,3,P01635,Accesorios
1635,TENI PLATEADO X NEGRO 274oksi,0, 90000,3,P01636,Accesorios
1636,TENI ROJO 166ok,0, 130000,3,P01637,Accesorios
1637,TENI ROJO CON FRANJA DORADA 129,0, 90000,3,P01638,Accesorios
1638,TENI ROJO X GECO 372ok,2, 140000,3,P01639,Accesorios
1639,TENI SAMBA DCUERO 490,4, 140000,3,P01640,Accesorios
1640,TENI VINO TINTO X BLANCO Y DORADO  212ok,2, 140000,3,P01641,Accesorios
1641,TENIS ADIDAS BLANCO Y NEGRO  165ok,0, 90000,3,P01642,Accesorios
1642,TENIS JORWILL 339ok,1, 90000,3,P01643,Accesorios
1643,TENNI BLANCO  121,1, 90000,3,P01644,Accesorios
1644,TULA DCUERO 471,0, 100000,3,P01645,Bolsos
1645,TULA DPIEL 403,0, 120000,3,P01646,Bolsos
1646,ZAPATERIA CREATIVA 208,3, 20000,3,P01647,Accesorios
1647,ZAPATILLA CLASICA SIN CORDON JORWILL 033,3, 130000,3,P01648,Zapatos
1648,ZAPATILLA CORREA CRUZADA ZELLEX  480,4, 130000,3,P01649,Zapatos
1649,"ZAPATILLA CUERO ENCERADO NEGRA,AZUL ,MIEL Y CAFÉ 179ok",1, 110000,3,P01650,Zapatos
1650,ZAPATILLA DE CORDON JORWILL NEGRA Y CAFE 478ok,10, 130000,3,P01651,Zapatos
1651,ZAPATILLA MIEL Y NEGRA JORWILL 375ok,4, 130000,3,P01652,Zapatos
1652,ZAPATILLA NEGRA DATHANOS 204ok,2, 155000,3,P01653,Zapatos
1653,ZAPATILLA NEGRA SIN CORDON JORWILL 373ok,3, 125000,3,P01654,Zapatos
1654,ZAPATO 3 1/2 TACON DE PUNTA 347ok,0, 110000,3,P01655,Zapatos
1655,ZAPATO AZUL X MIEL DATHANO 199ok,5, 145000,3,P01656,Zapatos
1656,ZAPATO CAFÉ Y NEGRO CUERO ENCERADO MACHOS 376ok,2, 140000,3,P01657,Zapatos
1657,ZAPATO CLASICO ELEGANTE DE TACON CUADRADO 445ok,1, 110000,3,P01658,Zapatos
1658,ZAPATO CORAL ZELLEX 456,0, 145000,3,P01659,Zapatos
1659,"ZAPATO DE DESCANSO  AZUL, NEGRO, ROJO, DORADO 483",9, 95000,3,P01660,Zapatos
1660,ZAPATO DE DESCANSO  ESCOTE BAJO 096ok,12, 75000,3,P01661,Zapatos
1661,ZAPATO DE DESCANSO  ESCOTE BAJO PROMO 067,1, 50000,3,P01662,Zapatos
1662,ZAPATO DE DESCANSO TIPO MOCASIN 141,5, 90000,3,P01663,Zapatos
1663,ZAPATO DE TACON MIA ZELLEX 459,0, 145000,3,P01664,Zapatos
1664,ZAPATO ESCOTE LATERAL ZELLEX 481ok,3, 120000,3,P01665,Zapatos
1665,ZAPATO EULALIA ZELLEX 054ok,6, 105000,3,P01666,Zapatos
1666,ZAPATO GENESIS COLOR MARFIL 241,0, 135000,3,P01667,Zapatos
1667,ZAPATO LARA NEGRO  ZELLEX 290ok,3, 140000,3,P01668,Zapatos
1668,ZAPATO MACARENA ZELLEX482ok,1, 120000,3,P01669,Zapatos
1669,ZAPATO MACHOS COLOR MIEL NEGRO Y CAFÉ 068,0, 145000,3,P01670,Zapatos
1670,ZAPATO MACHOS NEGRO - CAFÉ Y MIEL 145,2, 125000,3,P01671,Zapatos
1671,ZAPATO MACHOS TIPO TENI CAFE 323ok,1, 120000,3,P01672,Zapatos
1672,ZAPATO MIEL CON CIERRE ATRAS 377ok,3, 120000,3,P01673,Zapatos
1673,ZAPATO NEGRO CORDON DAMA PROMO 017,5, 95000,3,P01674,Zapatos
1674,ZAPATO NEGRO TIPO TENI MACHOS 316,1, 150000,3,P01675,Zapatos
1675,ZAPATO SPORT DE CABALLERO CARNAZA MIEL 286,3, 150000,3,P01676,Zapatos
1676,ZAPATO SPORT DE CABALLERO COLOR IMBLUE 194ok,10, 170000,3,P01677,Zapatos
1677,ZAPATO TIPO  TENI BRONCO TIERRA X MIEL  100,5, 160000,3,P01678,Zapatos
1678,ZAPATO TIPO BALETA AZUL Y BEIGE 159ok,4, 120000,3,P01679,Zapatos
1679,ZAPATO TIPO TENI BRONCO 264,4, 160000,3,P01680,Zapatos
1680,ZAPATO TIPO TENI BRONCO AZUL 427,4, 160000,3,P01681,Zapatos
1681,ZAPATO TIPO TENI BRONCO GRIS X AZUL 446,5, 160000,3,P01682,Zapatos
1682,ZAPATO TIPO TENI MACHOS NEGRO Y MIEL 388ok,7, 145000,3,P01683,Zapatos
1683,ZAPATO VERDE IMBLUE 346,11, 170000,3,P01684,Zapatos
1684,ZAPATO VILMA ZELLEX 296ok,4, 120000,3,P01685,Zapatos
1685,ZAPATOS PROMO ZELLEX 393,1, 90000,3,P01686,Zapatos
1686,ZUECO DE CORREA GRABADO 349,4, 120000,3,P01687,Correas
1687,"ZULAY ROJA, MIEL,NEGRA  YBLANCA 005ok",7, 130000,3,P01688,Accesorios
